order.id,order.line,order.date,customer.id,product.id,quantity,bike.id,model,category1,category2,frame,price,total_sales,year,month
10,1,2011-01-17,20,19,1.0,19,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250.0,1250.0,2011,2011-01
11,1,2011-01-18,19,11,1.0,11,CAAD12 Black Inc,Road,Elite Road,Aluminum,5860.0,5860.0,2011,2011-01
11,2,2011-01-18,19,13,1.0,13,CAAD12 Red,Road,Elite Road,Aluminum,3200.0,3200.0,2011,2011-01
11,3,2011-01-18,19,10,1.0,10,Supersix Evo Tiagra,Road,Elite Road,Carbon,1840.0,1840.0,2011,2011-01
11,4,2011-01-18,19,39,1.0,39,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,4500.0,4500.0,2011,2011-01
11,5,2011-01-18,19,23,1.0,23,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,7460.0,7460.0,2011,2011-01
11,6,2011-01-18,19,65,1.0,65,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-01
12,1,2011-01-20,6,27,1.0,27,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,3730.0,3730.0,2011,2011-01
12,2,2011-01-20,6,49,1.0,49,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,3840.0,3840.0,2011,2011-01
12,3,2011-01-20,6,67,1.0,67,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,7890.0,7890.0,2011,2011-01
12,4,2011-01-20,6,11,1.0,11,CAAD12 Black Inc,Road,Elite Road,Aluminum,5860.0,5860.0,2011,2011-01
12,5,2011-01-20,6,26,1.0,26,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,4800.0,4800.0,2011,2011-01
12,6,2011-01-20,6,39,1.0,39,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,4500.0,4500.0,2011,2011-01
12,7,2011-01-20,6,28,1.0,28,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,3200.0,3200.0,2011,2011-01
12,8,2011-01-20,6,32,1.0,32,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,1840.0,1840.0,2011,2011-01
12,9,2011-01-20,6,22,1.0,22,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,7890.0,7890.0,2011,2011-01
12,10,2011-01-20,6,13,1.0,13,CAAD12 Red,Road,Elite Road,Aluminum,3200.0,3200.0,2011,2011-01
12,11,2011-01-20,6,29,1.0,29,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,2660.0,2660.0,2011,2011-01
12,12,2011-01-20,6,63,1.0,63,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,5330.0,5330.0,2011,2011-01
12,13,2011-01-20,6,31,1.0,31,Synapse Carbon 105,Road,Endurance Road,Carbon,2240.0,2240.0,2011,2011-01
12,14,2011-01-20,6,15,1.0,15,CAAD12 Ultegra,Road,Elite Road,Aluminum,2240.0,2240.0,2011,2011-01
12,15,2011-01-20,6,40,1.0,40,Slice Ultegra D12,Road,Triathalon,Carbon,3200.0,3200.0,2011,2011-01
12,16,2011-01-20,6,10,1.0,10,Supersix Evo Tiagra,Road,Elite Road,Carbon,1840.0,1840.0,2011,2011-01
12,17,2011-01-20,6,37,1.0,37,Synapse Claris,Road,Endurance Road,Aluminum,870.0,870.0,2011,2011-01
12,18,2011-01-20,6,8,1.0,8,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,2660.0,2660.0,2011,2011-01
12,19,2011-01-20,6,57,1.0,57,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,7460.0,7460.0,2011,2011-01
13,1,2011-01-20,7,4,1.0,4,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,5330.0,5330.0,2011,2011-01
13,2,2011-01-20,7,18,1.0,18,CAAD8 105,Road,Elite Road,Aluminum,1410.0,1410.0,2011,2011-01
14,1,2011-01-24,14,87,1.0,87,Habit 5,Mountain,Trail,Aluminum,2340.0,2340.0,2011,2011-01
14,2,2011-01-24,14,76,1.0,76,Beast of the East 1,Mountain,Trail,Aluminum,2770.0,2770.0,2011,2011-01
14,3,2011-01-24,14,69,1.0,69,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,4800.0,4800.0,2011,2011-01
15,1,2011-01-25,13,3,1.0,3,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-01
15,2,2011-01-25,13,35,1.0,35,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,1250.0,1250.0,2011,2011-01
15,3,2011-01-25,13,65,1.0,65,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-01
15,4,2011-01-25,13,5,1.0,5,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,4260.0,4260.0,2011,2011-01
15,5,2011-01-25,13,19,1.0,19,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250.0,1250.0,2011,2011-01
15,6,2011-01-25,13,84,1.0,84,Habit Carbon SE,Mountain,Trail,Carbon,4480.0,4480.0,2011,2011-01
15,7,2011-01-25,13,90,1.0,90,Trail 2,Mountain,Sport,Aluminum,1350.0,1350.0,2011,2011-01
15,8,2011-01-25,13,16,1.0,16,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950.0,1950.0,2011,2011-01
15,9,2011-01-25,13,1,1.0,1,Supersix Evo Black Inc.,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-01
15,10,2011-01-25,13,88,1.0,88,Habit 6,Mountain,Trail,Aluminum,1950.0,1950.0,2011,2011-01
15,11,2011-01-25,13,44,1.0,44,SuperX Ultegra,Road,Cyclocross,Carbon,2450.0,2450.0,2011,2011-01
15,12,2011-01-25,13,22,1.0,22,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,7890.0,7890.0,2011,2011-01
16,1,2011-01-25,9,73,1.0,73,F-Si 3,Mountain,Cross Country Race,Aluminum,1840.0,1840.0,2011,2011-01
16,2,2011-01-25,9,91,1.0,91,Trail 3,Mountain,Sport,Aluminum,1080.0,1080.0,2011,2011-01
16,3,2011-01-25,9,95,1.0,95,Catalyst 2,Mountain,Sport,Aluminum,585.0,585.0,2011,2011-01
16,4,2011-01-25,9,94,1.0,94,Catalyst 1,Mountain,Sport,Aluminum,705.0,705.0,2011,2011-01
16,5,2011-01-25,9,3,1.0,3,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-01
16,6,2011-01-25,9,72,1.0,72,F-Si 2,Mountain,Cross Country Race,Aluminum,2060.0,2060.0,2011,2011-01
16,7,2011-01-25,9,65,1.0,65,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-01
16,8,2011-01-25,9,49,1.0,49,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,3840.0,3840.0,2011,2011-01
17,1,2011-01-26,5,38,1.0,38,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,7000.0,7000.0,2011,2011-01
18,1,2011-01-28,8,21,1.0,21,CAAD8 Claris,Road,Elite Road,Aluminum,815.0,815.0,2011,2011-01
18,2,2011-01-28,8,64,1.0,64,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,4260.0,4260.0,2011,2011-01
19,1,2011-01-28,2,66,1.0,66,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,7890.0,7890.0,2011,2011-01
19,2,2011-01-28,2,61,1.0,61,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-01
20,1,2011-01-28,10,9,1.0,9,Supersix Evo 105,Road,Elite Road,Carbon,2240.0,2240.0,2011,2011-01
20,2,2011-01-28,10,14,1.0,14,CAAD Disc Ultegra,Road,Elite Road,Aluminum,2660.0,2660.0,2011,2011-01
20,3,2011-01-28,10,50,1.0,50,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,3200.0,3200.0,2011,2011-01
20,4,2011-01-28,10,85,1.0,85,Habit Carbon 3,Mountain,Trail,Carbon,3730.0,3730.0,2011,2011-01
20,5,2011-01-28,10,16,1.0,16,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950.0,1950.0,2011,2011-01
20,6,2011-01-28,10,27,1.0,27,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,3730.0,3730.0,2011,2011-01
20,7,2011-01-28,10,79,1.0,79,Bad Habit 1,Mountain,Trail,Aluminum,3200.0,3200.0,2011,2011-01
20,8,2011-01-28,10,78,1.0,78,Beast of the East 3,Mountain,Trail,Aluminum,1620.0,1620.0,2011,2011-01
20,9,2011-01-28,10,77,1.0,77,Beast of the East 2,Mountain,Trail,Aluminum,2130.0,2130.0,2011,2011-01
21,1,2011-02-01,17,51,1.0,51,Trigger Carbon 1,Mountain,Over Mountain,Carbon,7890.0,7890.0,2011,2011-02
21,2,2011-02-01,17,3,1.0,3,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-02
21,3,2011-02-01,17,61,1.0,61,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-02
21,4,2011-02-01,17,26,1.0,26,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,4800.0,4800.0,2011,2011-02
21,5,2011-02-01,17,65,1.0,65,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-02
22,1,2011-02-01,21,33,1.0,33,Synapse Disc Adventure,Road,Endurance Road,Aluminum,2130.0,2130.0,2011,2011-02
22,2,2011-02-01,21,36,1.0,36,Synapse Sora,Road,Endurance Road,Aluminum,1030.0,1030.0,2011,2011-02
22,3,2011-02-01,21,74,1.0,74,Fat CAAD1,Mountain,Fat Bike,Aluminum,3730.0,3730.0,2011,2011-02
22,4,2011-02-01,21,37,1.0,37,Synapse Claris,Road,Endurance Road,Aluminum,870.0,870.0,2011,2011-02
22,5,2011-02-01,21,87,1.0,87,Habit 5,Mountain,Trail,Aluminum,2340.0,2340.0,2011,2011-02
22,6,2011-02-01,21,24,1.0,24,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,5860.0,5860.0,2011,2011-02
22,7,2011-02-01,21,43,1.0,43,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,3500.0,3500.0,2011,2011-02
22,8,2011-02-01,21,79,1.0,79,Bad Habit 1,Mountain,Trail,Aluminum,3200.0,3200.0,2011,2011-02
22,9,2011-02-01,21,28,1.0,28,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,3200.0,3200.0,2011,2011-02
22,10,2011-02-01,21,10,1.0,10,Supersix Evo Tiagra,Road,Elite Road,Carbon,1840.0,1840.0,2011,2011-02
23,1,2011-02-04,8,48,1.0,48,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,6070.0,6070.0,2011,2011-02
23,2,2011-02-04,8,71,1.0,71,F-Si 1,Mountain,Cross Country Race,Aluminum,2340.0,2340.0,2011,2011-02
23,3,2011-02-04,8,92,1.0,92,Trail 4,Mountain,Sport,Aluminum,980.0,980.0,2011,2011-02
23,4,2011-02-04,8,30,1.0,30,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,2660.0,2660.0,2011,2011-02
23,5,2011-02-04,8,42,1.0,42,Slice 105,Road,Triathalon,Carbon,1950.0,1950.0,2011,2011-02
24,1,2011-02-07,22,40,1.0,40,Slice Ultegra D12,Road,Triathalon,Carbon,3200.0,3200.0,2011,2011-02
24,2,2011-02-07,22,29,1.0,29,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,2660.0,2660.0,2011,2011-02
24,3,2011-02-07,22,2,1.0,2,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-02
24,4,2011-02-07,22,37,1.0,37,Synapse Claris,Road,Endurance Road,Aluminum,870.0,870.0,2011,2011-02
24,5,2011-02-07,22,6,1.0,6,Supersix Evo Red,Road,Elite Road,Carbon,3940.0,3940.0,2011,2011-02
24,6,2011-02-07,22,73,1.0,73,F-Si 3,Mountain,Cross Country Race,Aluminum,1840.0,1840.0,2011,2011-02
24,7,2011-02-07,22,42,1.0,42,Slice 105,Road,Triathalon,Carbon,1950.0,1950.0,2011,2011-02
24,8,2011-02-07,22,97,1.0,97,Catalyst 4,Mountain,Sport,Aluminum,415.0,415.0,2011,2011-02
24,9,2011-02-07,22,92,1.0,92,Trail 4,Mountain,Sport,Aluminum,980.0,980.0,2011,2011-02
24,10,2011-02-07,22,18,1.0,18,CAAD8 105,Road,Elite Road,Aluminum,1410.0,1410.0,2011,2011-02
24,11,2011-02-07,22,12,1.0,12,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260.0,4260.0,2011,2011-02
25,1,2011-02-07,14,16,1.0,16,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950.0,1950.0,2011,2011-02
25,2,2011-02-07,14,13,1.0,13,CAAD12 Red,Road,Elite Road,Aluminum,3200.0,3200.0,2011,2011-02
25,3,2011-02-07,14,71,1.0,71,F-Si 1,Mountain,Cross Country Race,Aluminum,2340.0,2340.0,2011,2011-02
26,1,2011-02-09,3,13,1.0,13,CAAD12 Red,Road,Elite Road,Aluminum,3200.0,3200.0,2011,2011-02
27,1,2011-02-10,10,8,1.0,8,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,2660.0,2660.0,2011,2011-02
27,2,2011-02-10,10,79,1.0,79,Bad Habit 1,Mountain,Trail,Aluminum,3200.0,3200.0,2011,2011-02
27,3,2011-02-10,10,20,1.0,20,CAAD8 Sora,Road,Elite Road,Aluminum,1030.0,1030.0,2011,2011-02
27,4,2011-02-10,10,92,1.0,92,Trail 4,Mountain,Sport,Aluminum,980.0,980.0,2011,2011-02
27,5,2011-02-10,10,71,1.0,71,F-Si 1,Mountain,Cross Country Race,Aluminum,2340.0,2340.0,2011,2011-02
27,6,2011-02-10,10,70,1.0,70,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,2880.0,2880.0,2011,2011-02
27,7,2011-02-10,10,78,1.0,78,Beast of the East 3,Mountain,Trail,Aluminum,1620.0,1620.0,2011,2011-02
27,8,2011-02-10,10,89,1.0,89,Trail 1,Mountain,Sport,Aluminum,1520.0,1520.0,2011,2011-02
27,9,2011-02-10,10,80,1.0,80,Bad Habit 2,Mountain,Trail,Aluminum,2660.0,2660.0,2011,2011-02
27,10,2011-02-10,10,61,1.0,61,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-02
27,11,2011-02-10,10,69,1.0,69,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,4800.0,4800.0,2011,2011-02
27,12,2011-02-10,10,40,1.0,40,Slice Ultegra D12,Road,Triathalon,Carbon,3200.0,3200.0,2011,2011-02
28,1,2011-02-10,2,47,1.0,47,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,7890.0,7890.0,2011,2011-02
28,2,2011-02-10,2,79,1.0,79,Bad Habit 1,Mountain,Trail,Aluminum,3200.0,3200.0,2011,2011-02
28,3,2011-02-10,2,61,1.0,61,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-02
28,4,2011-02-10,2,97,1.0,97,Catalyst 4,Mountain,Sport,Aluminum,415.0,415.0,2011,2011-02
28,5,2011-02-10,2,66,1.0,66,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,7890.0,7890.0,2011,2011-02
28,6,2011-02-10,2,5,1.0,5,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,4260.0,4260.0,2011,2011-02
28,7,2011-02-10,2,58,1.0,58,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,6390.0,6390.0,2011,2011-02
28,8,2011-02-10,2,89,1.0,89,Trail 1,Mountain,Sport,Aluminum,1520.0,1520.0,2011,2011-02
28,9,2011-02-10,2,7,1.0,7,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,3200.0,3200.0,2011,2011-02
28,10,2011-02-10,2,72,1.0,72,F-Si 2,Mountain,Cross Country Race,Aluminum,2060.0,2060.0,2011,2011-02
28,11,2011-02-10,2,6,1.0,6,Supersix Evo Red,Road,Elite Road,Carbon,3940.0,3940.0,2011,2011-02
28,12,2011-02-10,2,25,1.0,25,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,5330.0,5330.0,2011,2011-02
28,13,2011-02-10,2,75,1.0,75,Fat CAAD2,Mountain,Fat Bike,Aluminum,2130.0,2130.0,2011,2011-02
28,14,2011-02-10,2,38,1.0,38,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,7000.0,7000.0,2011,2011-02
28,15,2011-02-10,2,62,1.0,62,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,6390.0,6390.0,2011,2011-02
28,16,2011-02-10,2,60,1.0,60,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,4260.0,4260.0,2011,2011-02
28,17,2011-02-10,2,52,1.0,52,Trigger Carbon 2,Mountain,Over Mountain,Carbon,5970.0,5970.0,2011,2011-02
28,18,2011-02-10,2,12,1.0,12,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260.0,4260.0,2011,2011-02
28,19,2011-02-10,2,15,1.0,15,CAAD12 Ultegra,Road,Elite Road,Aluminum,2240.0,2240.0,2011,2011-02
29,1,2011-02-11,2,79,1.0,79,Bad Habit 1,Mountain,Trail,Aluminum,3200.0,3200.0,2011,2011-02
29,2,2011-02-11,2,69,1.0,69,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,4800.0,4800.0,2011,2011-02
29,3,2011-02-11,2,66,1.0,66,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,7890.0,7890.0,2011,2011-02
29,4,2011-02-11,2,54,1.0,54,Trigger Carbon 4,Mountain,Over Mountain,Carbon,3200.0,3200.0,2011,2011-02
29,5,2011-02-11,2,3,1.0,3,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-02
30,1,2011-02-14,22,9,1.0,9,Supersix Evo 105,Road,Elite Road,Carbon,2240.0,2240.0,2011,2011-02
30,2,2011-02-14,22,7,1.0,7,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,3200.0,3200.0,2011,2011-02
31,1,2011-02-15,2,65,1.0,65,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,3200.0,3200.0,2011,2011-02
31,2,2011-02-15,2,71,1.0,71,F-Si 1,Mountain,Cross Country Race,Aluminum,2340.0,2340.0,2011,2011-02
31,3,2011-02-15,2,82,1.0,82,Habit Carbon 1,Mountain,Trail,Carbon,7460.0,7460.0,2011,2011-02
31,4,2011-02-15,2,50,1.0,50,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,3200.0,3200.0,2011,2011-02
32,1,2011-02-15,16,19,1.0,19,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250.0,1250.0,2011,2011-02
32,2,2011-02-15,16,45,1.0,45,SuperX 105,Road,Cyclocross,Carbon,1960.0,1960.0,2011,2011-02
32,3,2011-02-15,16,53,1.0,53,Trigger Carbon 3,Mountain,Over Mountain,Carbon,3730.0,3730.0,2011,2011-02
32,4,2011-02-15,16,34,1.0,34,Synapse Disc 105,Road,Endurance Road,Aluminum,1570.0,1570.0,2011,2011-02
32,5,2011-02-15,16,71,1.0,71,F-Si 1,Mountain,Cross Country Race,Aluminum,2340.0,2340.0,2011,2011-02
32,6,2011-02-15,16,69,1.0,69,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,4800.0,4800.0,2011,2011-02
32,7,2011-02-15,16,28,1.0,28,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,3200.0,3200.0,2011,2011-02
32,8,2011-02-15,16,12,1.0,12,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260.0,4260.0,2011,2011-02
32,9,2011-02-15,16,75,1.0,75,Fat CAAD2,Mountain,Fat Bike,Aluminum,2130.0,2130.0,2011,2011-02
32,10,2011-02-15,16,7,1.0,7,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,3200.0,3200.0,2011,2011-02
32,11,2011-02-15,16,76,1.0,76,Beast of the East 1,Mountain,Trail,Aluminum,2770.0,2770.0,2011,2011-02
32,12,2011-02-15,16,80,1.0,80,Bad Habit 2,Mountain,Trail,Aluminum,2660.0,2660.0,2011,2011-02
32,13,2011-02-15,16,44,1.0,44,SuperX Ultegra,Road,Cyclocross,Carbon,2450.0,2450.0,2011,2011-02
32,14,2011-02-15,16,56,1.0,56,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,7890.0,7890.0,2011,2011-02
32,15,2011-02-15,16,91,1.0,91,Trail 3,Mountain,Sport,Aluminum,1080.0,1080.0,2011,2011-02
32,16,2011-02-15,16,60,1.0,60,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,4260.0,4260.0,2011,2011-02
32,17,2011-02-15,16,26,1.0,26,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,4800.0,4800.0,2011,2011-02
32,18,2011-02-15,16,15,1.0,15,CAAD12 Ultegra,Road,Elite Road,Aluminum,2240.0,2240.0,2011,2011-02
32,19,2011-02-15,16,46,1.0,46,SuperX Rival CX1,Road,Cyclocross,Carbon,1750.0,1750.0,2011,2011-02
32,20,2011-02-15,16,82,1.0,82,Habit Carbon 1,Mountain,Trail,Carbon,7460.0,7460.0,2011,2011-02
32,21,2011-02-15,16,73,1.0,73,F-Si 3,Mountain,Cross Country Race,Aluminum,1840.0,1840.0,2011,2011-02
32,22,2011-02-15,16,85,1.0,85,Habit Carbon 3,Mountain,Trail,Carbon,3730.0,3730.0,2011,2011-02
32,23,2011-02-15,16,16,1.0,16,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950.0,1950.0,2011,2011-02
33,1,2011-02-15,8,97,1.0,97,Catalyst 4,Mountain,Sport,Aluminum,415.0,415.0,2011,2011-02
33,2,2011-02-15,8,93,1.0,93,Trail 5,Mountain,Sport,Aluminum,815.0,815.0,2011,2011-02
34,1,2011-02-16,10,97,1.0,97,Catalyst 4,Mountain,Sport,Aluminum,415.0,415.0,2011,2011-02
34,2,2011-02-16,10,2,1.0,2,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,7890.0,7890.0,2011,2011-02
34,3,2011-02-16,10,19,1.0,19,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250.0,1250.0,2011,2011-02
